289.158131, 4.805353
289.155128, 4.798398
289.149606, 4.796321
289.143944, 4.801260
289.138238, 4.805854
289.132576, 4.810793
289.128216, 4.817660
289.132208, 4.824136
289.138851, 4.826766
289.145272, 4.827676
289.151425, 4.826522
289.156009, 4.821374
289.157003, 4.812848
289.110466, 4.834675
289.111270, 4.840868
289.110231, 4.849050
289.104346, 4.852269
289.097747, 4.849983
289.091645, 4.843433
289.090975, 4.838273
289.092237, 4.831810
289.095565, 4.825078
289.100595, 4.823370
289.107462, 4.827721
289.082188, 4.781903
289.076860, 4.782128
289.070696, 4.783196
289.065082, 4.784455
289.062212, 4.778532
289.067354, 4.777685
289.048226, 4.775987
289.042074, 4.777141
289.035742, 4.776919
289.029322, 4.776009
289.022856, 4.774755
289.016302, 4.772813
289.009702, 4.770527
289.005366, 4.764097
288.999988, 4.760426
288.999660, 4.768691
288.996900, 4.777099
288.995638, 4.783561
288.991277, 4.790429
288.986380, 4.793168
288.996123, 4.795393
289.002722, 4.797679
289.009232, 4.799278
289.015876, 4.801908
289.021844, 4.807425
289.024982, 4.815412
289.025665, 4.823369
289.021871, 4.831912
289.019465, 4.837650
289.024400, 4.843302
289.027681, 4.849696
289.030742, 4.859791
289.033880, 4.867778
289.035716, 4.873835
289.035487, 4.880163
289.035258, 4.886490
289.034685, 4.892863
289.033824, 4.902422
289.033053, 4.912669
289.032238, 4.922572
289.030153, 4.928092
289.029580, 4.934465
289.026864, 4.943216
289.025570, 4.952132
289.022743, 4.960024
289.018315, 4.966375
289.011939, 4.965809
289.005340, 4.963523
288.999617, 4.959898
288.996050, 4.956691
288.996212, 4.949847
288.995140, 4.941591
288.990071, 4.934906
288.985069, 4.928738
288.980120, 4.920288
288.976862, 4.914067
288.971927, 4.908414
288.966048, 4.903585
288.959984, 4.905427
288.953876, 4.906925
288.947366, 4.905327
288.949629, 4.901183
288.950856, 4.891751
288.955462, 4.886776
288.961481, 4.884589
288.967634, 4.883435
288.966741, 4.876555
288.969170, 4.870989
