# distance [deg], low_sys_1 [cm-2 s-1], low_sys_2, mid_sys_1, mid_sys_2, high_sys_1, high_sys_2
-6.102204408817635262e-01,2.412490000946341248e-14,4.033390222936068475e-14,1.177545248908488508e-15,4.353112864210254510e-15,1.290128738123310804e-18,1.145063531667390761e-16
-6.042084168336673278e-01,2.610712925774207934e-14,4.254338215189363801e-14,1.351293095442688968e-15,4.688399795262867639e-15,2.570093587795597287e-18,1.283973453901594222e-16
-5.981963927855711294e-01,2.815583727677002015e-14,4.486041308032792535e-14,1.543559241552807136e-15,5.048320080564706812e-15,4.211367915718072390e-18,1.437516626008137517e-16
-5.921843687374749310e-01,3.025764735553527072e-14,4.728381922546532163e-14,1.755450201525174722e-15,5.435038951584348489e-15,6.290683732652726640e-18,1.608171414852432179e-16
-5.861723446893787326e-01,3.240139955004875947e-14,4.980903272984405819e-14,1.990237035218257217e-15,5.848666032076017202e-15,8.986032078016212257e-18,1.796988561413618726e-16
-5.801603206412825342e-01,3.456548880168564049e-14,5.243095454287368035e-14,2.246218280780909934e-15,6.289061227788331674e-15,1.232224571882971537e-17,2.004862593072319798e-16
-5.741482965931863358e-01,3.673832753437133031e-14,5.514360741342227226e-14,2.524017776943251503e-15,6.756629095166507700e-15,1.640217353674080559e-17,2.233433659950701142e-16
-5.681362725450901374e-01,3.891182334001078361e-14,5.793945432598702593e-14,2.824283388120824455e-15,7.251662331341179854e-15,2.135593227839976044e-17,2.484434869622698216e-16
-5.621242484969940501e-01,4.108190396380100135e-14,6.081139873631290741e-14,3.147529571743446664e-15,7.775666205722747542e-15,2.731582566585713304e-17,2.760558969593170944e-16
-5.561122244488978517e-01,4.324561266613458291e-14,6.374555223896065901e-14,3.496946563838614898e-15,8.329113871754463987e-15,3.460605979639754317e-17,3.065145520985673160e-16
-5.501002004008016533e-01,4.540702039394826217e-14,6.672922296766034220e-14,3.870464880538507312e-15,8.910403806715418170e-15,4.327310980757177218e-17,3.399254990111439771e-16
-5.440881763527054549e-01,4.757077136223098015e-14,6.975118589908523420e-14,4.268587378169832332e-15,9.518785461053819792e-15,5.347587650040869520e-17,3.764012559298087869e-16
-5.380761523046092565e-01,4.974140456366058992e-14,7.279859025795965333e-14,4.691998003325079564e-15,1.015426436364533912e-14,6.541463573768872163e-17,4.162759670949161466e-16
-5.320641282565130581e-01,5.192296245999817722e-14,7.585943059846880170e-14,5.140885512506746556e-15,1.081589459307837258e-14,7.922605110152141747e-17,4.596053331338835992e-16
-5.260521042084168597e-01,5.411831392846395497e-14,7.891895223801123020e-14,5.618236093533482601e-15,1.150346250577708687e-14,9.542327531976874423e-17,5.066455905642346993e-16
-5.200400801603206613e-01,5.632909596449756435e-14,8.196236175508857980e-14,6.123272508601608503e-15,1.221654207686109083e-14,1.140747806891745494e-16,5.577585162951886014e-16
-5.140280561122244629e-01,5.855382945893612526e-14,8.497701193525714059e-14,6.656614600983542968e-15,1.295397482384334144e-14,1.353750943662932816e-16,6.131164092346196845e-16
-5.080160320641282645e-01,6.078852192032853219e-14,8.794954620664836171e-14,7.219048621652337682e-15,1.371448198101110510e-14,1.595498359239914760e-16,6.728176847437992555e-16
-5.020040080160320661e-01,6.302684680590835083e-14,9.086586075213709123e-14,7.811054020082527327e-15,1.449663050199419201e-14,1.868191401669002913e-16,7.370261288666244805e-16
-4.959919839679358677e-01,6.526970347736345539e-14,9.371179052662244165e-14,8.433118757736327623e-15,1.529853213171500188e-14,2.176923559215509218e-16,8.059254104156889729e-16
-4.899799599198397804e-01,6.750293458962256448e-14,9.647271545703310509e-14,9.084287492199300424e-15,1.611767281459255822e-14,2.522167086409046144e-16,8.796604102405164965e-16
-4.839679358717434710e-01,6.971142300017595042e-14,9.913206464734816693e-14,9.763512359417195415e-15,1.695057699933881146e-14,2.905463076441470565e-16,9.586303549606203538e-16
-4.779559118236473836e-01,7.187957017488906858e-14,1.016810532078619283e-13,1.046927513705893059e-14,1.779258208381529866e-14,3.328898267264791884e-16,1.042755110286528579e-15
-4.719438877755510742e-01,7.398922411464010325e-14,1.041055189100135414e-13,1.119925302938180062e-14,1.863915725708999333e-14,3.794395413433830293e-16,1.131877688533961553e-15
-4.659318637274549868e-01,7.603862249618663589e-14,1.063906064161000765e-13,1.194997532962844043e-14,1.948498902772343784e-14,4.305606100490343393e-16,1.225986413363350165e-15
-4.599198396793586774e-01,7.799836553999126235e-14,1.085209583979911110e-13,1.271760718245709514e-14,2.032408249579886036e-14,4.862517764782084259e-16,1.325018363323321388e-15
-4.539078156312625900e-01,7.983638800770986970e-14,1.104810211770325914e-13,1.349766859178096171e-14,2.114987375863200867e-14,5.465439639194004627e-16,1.428860843156910070e-15
-4.478957915831662806e-01,8.152501330899516555e-14,1.122667080913114548e-13,1.428487051858794573e-14,2.195581645170362334e-14,6.115557964880154962e-16,1.537338294740139713e-15
-4.418837675350701932e-01,8.303628803122190742e-14,1.138732564771473455e-13,1.507316488422637326e-14,2.273576548274225552e-14,6.813231774740785387e-16,1.650346402611310387e-15
-4.358717434869738838e-01,8.436611413700903724e-14,1.152718789461920312e-13,1.585751944170395520e-14,2.348298295780385609e-14,7.559388612191873109e-16,1.767486425233829914e-15
-4.298597194388777964e-01,8.547687722790541768e-14,1.164728433865346561e-13,1.663230582293910546e-14,2.419111043899624813e-14,8.352957673198472015e-16,1.888342996950885053e-15
-4.238476953907814870e-01,8.632436050700456645e-14,1.173929719615989960e-13,1.739101943396101579e-14,2.485434774997874895e-14,9.192703457983717904e-16,2.012501418093686072e-15
-4.178356713426853997e-01,8.688055021286536213e-14,1.180014273826485601e-13,1.812782654806073613e-14,2.546772124130734859e-14,1.007756345143651667e-15,2.139483664398676121e-15
-4.118236472945890903e-01,8.693426663937520036e-14,1.182960100792993625e-13,1.883730779371595021e-14,2.603006419688170702e-14,1.100596875497447352e-15,2.268697593156519238e-15
-4.058116232464930029e-01,8.658109688172101688e-14,1.182598365522408243e-13,1.951879541878971146e-14,2.653802224956477681e-14,1.197574629872570966e-15,2.399549749757490902e-15
-3.997995991983969155e-01,8.586937372910015759e-14,1.178983971158553306e-13,2.016888803819372527e-14,2.703369388636255150e-14,1.298393243210450488e-15,2.531369658445138998e-15
-3.937875751503006061e-01,8.478616131485935411e-14,1.172522338125577575e-13,2.078014854598565814e-14,2.749574147092531600e-14,1.402722179754367691e-15,2.663450742468466651e-15
-3.877755511022045187e-01,8.334506422271196643e-14,1.163255189986021136e-13,2.134836911649681584e-14,2.788151450543350875e-14,1.510163736265959630e-15,2.795049298756111165e-15
-3.817635270541082093e-01,8.156840890086204736e-14,1.151299060613222748e-13,2.186925977491649192e-14,2.819634456714920117e-14,1.620239667341868233e-15,2.925375153891687804e-15
-3.757515030060121219e-01,7.949163768243126230e-14,1.136893489741316006e-13,2.234395943905548067e-14,2.844910573003227043e-14,1.732395384203558882e-15,3.053612140280466423e-15
-3.697394789579158125e-01,7.714553618713292799e-14,1.120207320165584613e-13,2.276854502921700396e-14,2.864790514434025413e-14,1.846024113056064519e-15,3.179002555428938896e-15
-3.637274549098197252e-01,7.456036055888557110e-14,1.101331771199495783e-13,2.312876864186335176e-14,2.879446792975372221e-14,1.960397555043660011e-15,3.300706246321924818e-15
-3.577154308617234157e-01,7.177609526297296805e-14,1.080473948523535868e-13,2.328308604051058486e-14,2.889259460750735922e-14,2.074685502049329499e-15,3.417846167509639497e-15
-3.517034068136273284e-01,6.883053258692885937e-14,1.057814394800099754e-13,2.329583726077500614e-14,2.892379798231336845e-14,2.187940886611939884e-15,3.529500314995955317e-15
-3.456913827655310190e-01,6.577455164750055374e-14,1.033716843822555950e-13,2.319510639058870540e-14,2.889350815162303235e-14,2.299222605486113288e-15,3.634523776508312948e-15
-3.396793587174349316e-01,6.264556169892505786e-14,1.008394352990198814e-13,2.298627992306398553e-14,2.880934221193415683e-14,2.407575051023830294e-15,3.732093866132615289e-15
-3.336673346693386222e-01,5.947770867428737709e-14,9.819750662296497934e-14,2.267124480419452440e-14,2.869261394143293262e-14,2.511626165533046380e-15,3.821872716136177648e-15
-3.276553106212425348e-01,5.630571413503822312e-14,9.545894250470574043e-14,2.225932411812894798e-14,2.856029340572710913e-14,2.610088314205432953e-15,3.903697742153428871e-15
-3.216432865731462254e-01,5.315897311697414996e-14,9.263777209749345815e-14,2.176513916562388036e-14,2.839909411700678069e-14,2.701618170560734403e-15,3.975155289587339514e-15
-3.156312625250501380e-01,5.006096917592696202e-14,8.974478534648277479e-14,2.120170189865275831e-14,2.820576193946207562e-14,2.785080707164607264e-15,4.035479460846414570e-15
-3.096192384769538286e-01,4.703106498323871908e-14,8.678744480596144822e-14,2.057965943636807543e-14,2.797459604784130161e-14,2.858417803888495785e-15,4.081927135788672536e-15
-3.036072144288577412e-01,4.408361016628350433e-14,8.377030408864517213e-14,1.990496269329629969e-14,2.769972972650880555e-14,2.918369123757165312e-15,4.115453129839893260e-15
-2.975951903807614318e-01,4.122853506910448361e-14,8.069518490519729825e-14,1.918464423488199361e-14,2.737270227354213893e-14,2.966144092459446403e-15,4.134741503853693929e-15
-2.915831663326653445e-01,3.847178927815333859e-14,7.756238936543320557e-14,1.842417490492603371e-14,2.698201557173351926e-14,3.000712216664893502e-15,4.139828427156146525e-15
-2.855711422845692571e-01,3.581620274455366288e-14,7.437102774092153851e-14,1.762787043492058275e-14,2.651946241199225951e-14,3.021372949065092432e-15,4.134649172896548539e-15
-2.795591182364729477e-01,3.326243283801788826e-14,7.111992793731427683e-14,1.679883058914240639e-14,2.597764263272900133e-14,3.027931992986314915e-15,4.116702987828891763e-15
-2.735470941883768603e-01,3.080739245036899542e-14,6.780850973280511870e-14,1.593921664877133346e-14,2.535048382036603324e-14,3.018962982359172066e-15,4.085791387507925510e-15
-2.675350701402805509e-01,2.844749007892942611e-14,6.443765708254457505e-14,1.505173296663990534e-14,2.463387721631340446e-14,2.994080198277283084e-15,4.042246973550929880e-15
-2.615230460921844635e-01,2.617871744163929634e-14,6.101097111857030524e-14,1.413929495297897479e-14,2.382537602938806378e-14,2.953149544876850488e-15,3.986098464694333859e-15
-2.555110220440881541e-01,2.399731928019853908e-14,5.753549016377577032e-14,1.320521659176924093e-14,2.292541340600040628e-14,2.896359486962385856e-15,3.916052945463755218e-15
-2.494989979959920667e-01,2.190532326573501025e-14,5.402131446947369546e-14,1.225180868933451618e-14,2.193800011339960346e-14,2.823830164641060740e-15,3.832055898519783114e-15
-2.434869739478957573e-01,1.989682548145305925e-14,5.048122453423148329e-14,1.128768666862223394e-14,2.087006870268588893e-14,2.736311368529854988e-15,3.734235671155481351e-15
-2.374749498997996700e-01,1.797174319828406329e-14,4.693390143872429182e-14,1.031986042058212131e-14,1.973050147013075642e-14,2.634926665549368859e-15,3.623522958148853891e-15
-2.314629258517033605e-01,1.613136973889558774e-14,4.340057964433821724e-14,9.356257977348501899e-15,1.853108795976853313e-14,2.521066592868023713e-15,3.500799929461753521e-15
-2.254509018036072732e-01,1.437862659792193737e-14,3.990686320582656490e-14,8.405601828841668615e-15,1.728611931429643416e-14,2.396362146726475893e-15,3.366989574202480151e-15
-2.194388777555109638e-01,1.272422398348325791e-14,3.647659386287679019e-14,7.479324333729362242e-15,1.601268104093563273e-14,2.262550294593447911e-15,3.223128913140123325e-15
-2.134268537074148764e-01,1.116750199612956260e-14,3.313495015599428909e-14,6.586168940723934185e-15,1.472764042303847404e-14,2.121689257814634908e-15,3.070750858973865408e-15
-2.074148296593185670e-01,9.713240953747214596e-15,2.990620753496624713e-14,5.735202303458462616e-15,1.344779546219599446e-14,1.975882994183096199e-15,2.911505904081731394e-15
-2.014028056112224796e-01,8.365730185301000454e-15,2.681290557064550643e-14,4.934637022630297927e-15,1.218919292969214056e-14,1.827226070724001777e-15,2.747104898255952305e-15
-1.953907815631261702e-01,7.128391466585098040e-15,2.387864266953893105e-14,4.191439471693010896e-15,1.096750774705116400e-14,1.677746269920292881e-15,2.579248995816594924e-15
-1.893787575150300828e-01,6.015182117195947042e-15,2.112828406823745626e-14,3.517568249365753468e-15,9.798842297516451368e-15,1.529621320996690209e-15,2.409706716472935506e-15
-1.833667334669337734e-01,5.017037469569550585e-15,1.856666536883419223e-14,2.911430122526346807e-15,8.692292209053225985e-15,1.384551396506381895e-15,2.240284073571403513e-15
-1.773547094188376860e-01,4.133672643797209078e-15,1.620205416509276206e-14,2.374278732961349354e-15,7.655986336962090990e-15,1.244049311269121886e-15,2.072534130426164178e-15
-1.713426853707415987e-01,3.367960446082809729e-15,1.403833299079312364e-14,1.908954815849011459e-15,6.695408439719454982e-15,1.109809677736584357e-15,1.907857059312086410e-15
-1.653306613226452892e-01,2.705533584765264726e-15,1.207580264965916853e-14,1.509051113263045959e-15,5.813940406761295944e-15,9.826104376647614160e-16,1.747549058385297514e-15
-1.593186372745492019e-01,2.150206448035444995e-15,1.031647250178369785e-14,1.176640641363973251e-15,5.015215900400086015e-15,8.639708090404731472e-16,1.592872434519753059e-15
-1.533066132264528925e-01,1.684587499496496592e-15,8.764139202982946370e-15,9.012881773678987638e-16,4.303659438221576499e-15,7.540104010283948964e-16,1.445271840551969307e-15
-1.472945891783568051e-01,1.298272673238926014e-15,7.392897168846041254e-15,6.762298718070444341e-16,3.669546993310314755e-15,6.529482187490809919e-16,1.305179359008131812e-15
-1.412825651302604957e-01,9.823726943970189167e-16,6.193272176061795891e-15,4.954564745140869380e-16,3.109900480624988680e-15,5.609175752792414704e-16,1.173067478534719276e-15
-1.352705410821644083e-01,7.279731874131500550e-16,5.152761594399631338e-15,3.528909047032127149e-16,2.620105696355849037e-15,4.778777251883374865e-16,1.049296524698747180e-15
-1.292585170340680989e-01,5.313699752061928568e-16,4.257999736914987670e-15,2.454980254542314401e-16,2.194932531736751327e-15,4.043294347512538235e-16,9.340751368122977582e-16
-1.232464929859720115e-01,3.794393269043899317e-16,3.498456822119025774e-15,1.648740716792194271e-16,1.830482056236446128e-15,3.394193511511529870e-16,8.277481657464135082e-16
-1.172344689378757021e-01,2.629981411643315529e-16,2.866430383710558185e-15,1.051938527544100440e-16,1.524539389774204570e-15,2.824741769139155144e-16,7.310117502995657879e-16
-1.112224448897796147e-01,1.755220447728410603e-16,2.335373787464815650e-15,6.213886741836587975e-17,1.264521886071104038e-15,2.329625853696355396e-16,6.427180402852262456e-16
-1.052104208416833053e-01,1.112113927416167873e-16,1.892487413605667627e-15,3.199061239505733219e-17,1.044903330770183312e-15,1.903024134063594843e-16,5.625647775765202395e-16
-9.919839679358721796e-02,6.682865111464832025e-17,1.525944485278736588e-15,1.252207957920894628e-17,8.605131169475913602e-16,1.543788029739074242e-16,4.901895716002886185e-16
-9.318637274549090854e-02,3.707867947336064463e-17,1.224870528845926300e-15,6.915727430016798531e-19,7.065583667777404372e-16,1.244297713549646233e-16,4.251911934720416993e-16
-8.717434869739482117e-02,1.669096169559962485e-17,9.805738470044223683e-16,-6.443219474032118255e-18,5.793871135000236468e-16,9.931105817578778934e-17,3.673459735997246389e-16
-8.116232464929851176e-02,3.312721269435562218e-18,7.870042594299856671e-16,-1.029543332125298715e-17,4.767160112997188579e-16,7.843534979585263148e-17,3.168247651756862940e-16
-7.515030060120242439e-02,-4.968828531863096573e-18,6.301847389933134487e-16,-1.190501186408054151e-17,3.915943872272328707e-16,6.125156547035301318e-17,2.721368848888337107e-16
-6.913827655310633702e-02,-9.277726355638548048e-18,5.038505849522134550e-16,-1.193664946024221600e-17,3.212229620753545284e-16,4.744537778355249601e-17,2.327926746078080819e-16
-6.312625250501002760e-02,-1.115936249142558417e-17,4.026114993753032428e-16,-1.111716534502725091e-17,2.631538242502196072e-16,3.641205325568907908e-17,1.983208338498910000e-16
-5.711422845691394024e-02,-1.162489821016264769e-17,3.217973171801250012e-16,-9.913802072135671552e-18,2.152957246973484339e-16,2.758642188616308336e-17,1.682734994777588280e-16
-5.110220440881763082e-02,-1.116125231498988340e-17,2.576631576268854697e-16,-8.606872836914384030e-18,1.761775638760961420e-16,2.059861935834288796e-17,1.423367584829960770e-16
-4.509018036072154345e-02,-1.032942741720900905e-17,2.081894891131495836e-16,-7.295426758434165824e-18,1.449314133857616821e-16,1.512376387855053592e-17,1.204875807729423364e-16
-3.907815631262523404e-02,-9.144311232929758214e-18,1.685047441370548847e-16,-5.975008607082543722e-18,1.190815808223332751e-16,1.095428949894209907e-17,1.016692269651353945e-16
-3.306613226452914667e-02,-7.798659139340428988e-18,1.367659712458639159e-16,-4.747100056533873883e-18,9.775305631861370680e-17,7.808145306718517395e-18,8.555520830678368098e-17
-2.705410821643283725e-02,-6.345794703527339358e-18,1.114613943760558767e-16,-3.698645969579408425e-18,8.018454775094860812e-17,5.419524842188508086e-18,7.185492982424170292e-17
-2.104208416833674988e-02,-4.952508858177722748e-18,9.129332565108358046e-17,-2.788437082391191511e-18,6.575760984062511887e-17,3.639981169697450589e-18,6.028322321139015636e-17
-1.503006012024044047e-02,-3.776583716618847197e-18,7.529935535706914089e-17,-2.065741471882003166e-18,5.400571406837912425e-17,2.332793427376786865e-18,5.064103874540574146e-17
-9.018036072144353099e-03,-2.773855598776691783e-18,6.316779843463911057e-17,-1.518959669169503868e-18,4.488345273518435517e-17,1.381454724363145387e-18,4.293313460029457457e-17
-3.006012024048043685e-03,-2.024659601269779346e-18,5.370281773488101773e-17,-1.112140940730036799e-18,3.756019929049163153e-17,6.942906343442172633e-19,3.663695414957702649e-17
3.006012024048043685e-03,-1.480719882707643542e-18,4.653963629011218231e-17,-8.306159936245867123e-19,3.181210479584042139e-17,1.842955428214404400e-19,3.162250285110026038e-17
9.018036072144353099e-03,-1.086085904961706881e-18,4.140666284277835578e-17,-6.288888263193898996e-19,2.747904650784000431e-17,-1.880536354459970132e-19,2.779087316653681846e-17
1.503006012024044047e-02,-7.929042690162548657e-19,3.811584967432300815e-17,-4.974670374722499898e-19,2.443298480271882881e-17,-4.485316234541189431e-19,2.505788670223369842e-17
2.104208416833674988e-02,-5.597481551096189696e-19,3.656013634560778747e-17,-4.280897359266996444e-19,2.259770481989825766e-17,-6.136713169624223409e-19,2.338547982751094069e-17
2.705410821643283725e-02,-4.070031765867583329e-19,3.698565190630187568e-17,-4.012362836956205577e-19,2.215113876265885855e-17,-6.936228534511728671e-19,2.293453157441447560e-17
3.306613226452914667e-02,-3.946201808047605711e-19,3.909866738451613400e-17,-4.224415341901020783e-19,2.284077462876842522e-17,-7.027500055468134178e-19,2.350919864848794418e-17
3.907815631262523404e-02,-5.252711622809636109e-19,4.295182860846628414e-17,-4.899573265609923039e-19,2.476381343290400527e-17,-6.054767031116899077e-19,2.518080213575318103e-17
4.509018036072132141e-02,-7.934578263483578027e-19,4.869771289134355994e-17,-6.239641075735190093e-19,2.802593248329756669e-17,-4.099372303564254806e-19,2.800960375916245466e-17
5.110220440881763082e-02,-1.197072555062203365e-18,5.658937201755011219e-17,-8.367327736899954026e-19,3.277387278621300958e-17,-8.547252945726065221e-20,3.209968607323836048e-17
5.711422845691371819e-02,-1.784600098777527670e-18,6.700557865583697512e-17,-1.138324776060407689e-18,3.924373927348520873e-17,4.185363570730807381e-19,3.759720613101509371e-17
6.312625250501002760e-02,-2.595117859871008798e-18,8.109920889684333500e-17,-1.536337980375971023e-18,4.821348361536706284e-17,1.181899092844503867e-18,4.498933460042495530e-17
6.913827655310611497e-02,-3.653166104490640014e-18,9.909616357208240535e-17,-2.044519394326801517e-18,5.980606111995537875e-17,2.267394316120520795e-18,5.424967041971439789e-17
7.515030060120242439e-02,-4.883808116757198802e-18,1.219291568299830561e-16,-2.661207860648448408e-18,7.458300619320657256e-17,3.768253436885148517e-18,6.562852681958480168e-17
8.116232464929851176e-02,-6.176223045279767645e-18,1.508096540498777003e-16,-3.351864567776141243e-18,9.323770606390605465e-17,5.842495129688751741e-18,7.941735892136633654e-17
8.717434869739482117e-02,-7.603968109477919948e-18,1.872085301865513379e-16,-4.030481565272979063e-18,1.166584365127302644e-16,8.751025921248171739e-18,9.594172933605575762e-17
9.318637274549090854e-02,-9.244737883918727738e-18,2.329549888168828401e-16,-4.717819511908416346e-18,1.458963689911501217e-16,1.261977284250434913e-17,1.155748342685241055e-16
9.919839679358721796e-02,-1.097815957419134161e-17,2.928947761001205601e-16,-5.389096788187652992e-18,1.836530446740066135e-16,1.769891995215472956e-17,1.394198579180808787e-16
1.052104208416833053e-01,-1.254668246195981570e-17,3.684126491080531391e-16,-5.915323229963296083e-18,2.305840462201921540e-16,2.428636873566680093e-17,1.674138325574139307e-16
1.112224448897796147e-01,-1.365831668574905562e-17,4.631371082715858336e-16,-6.075216096206220146e-18,2.885482018373132089e-16,3.275172357316398441e-17,2.000428421587824540e-16
1.172344689378757021e-01,-1.321641297614180002e-17,5.813466988981422332e-16,-5.320168931244613878e-18,3.596982131699243799e-16,4.378308821299110298e-17,2.378201028033644170e-16
1.232464929859720115e-01,-1.086214019566277490e-17,7.280038143793432711e-16,-3.250900861994488144e-18,4.465087411611839865e-16,5.760974121415391206e-17,2.812851768877175836e-16
1.292585170340680989e-01,-5.319876317548658764e-18,9.088371780399146538e-16,7.794901120103875139e-19,5.518033851231611997e-16,7.475654929815115360e-17,3.309986491266419362e-16
1.352705410821644083e-01,5.392776203036514884e-18,1.137808385856461294e-15,7.974397082142800727e-18,6.825885686413910856e-16,9.593168120254201044e-17,3.886698227598515663e-16
1.412825651302604957e-01,2.394767117557043111e-17,1.417872919483861493e-15,1.988154073590813222e-17,8.397931324589161367e-16,1.218504077920506038e-16,4.538987089267645748e-16
1.472945891783568051e-01,5.531575761036632866e-17,1.757397061716225725e-15,3.941230998150802720e-17,1.027170988183884329e-15,1.537109242887890334e-16,5.272770953941573010e-16
1.533066132264528925e-01,1.018167973308763379e-16,2.166308480510134821e-15,6.803942386270891838e-17,1.248991973928107681e-15,1.916714320320919907e-16,6.091858346513392622e-16
1.593186372745489798e-01,1.682938443119193464e-16,2.655298735180119237e-15,1.085918308477667477e-16,1.509752945701447220e-15,2.364347301152619602e-16,7.000545579646556135e-16
1.653306613226452892e-01,2.605322927337169018e-16,3.235982923100577205e-15,1.645416220465041898e-16,1.814188120764263773e-15,2.887043035261842870e-16,8.002478655402199617e-16
1.713426853707413766e-01,3.852167394669469364e-16,3.933926436084219361e-15,2.399292898494188436e-16,2.173953481155519429e-15,3.491527537719625392e-16,9.112173818086161931e-16
1.773547094188376860e-01,5.560870730678134654e-16,4.751750031475404133e-15,3.428052666872462800e-16,2.588465148385929962e-15,4.192068233459239893e-16,1.031863002944412304e-15
1.833667334669337734e-01,7.780531770340931398e-16,5.701481087470598274e-15,4.757517038740207462e-16,3.061744855572147644e-15,4.984909394229838145e-16,1.161935462427335785e-15
1.893787575150300828e-01,1.059743031518586022e-15,6.796278820091194965e-15,6.443917107087675544e-16,3.598504315057543864e-15,5.875372721471442683e-16,1.301456445215927105e-15
1.953907815631261702e-01,1.410825861097477537e-15,8.048429747628817985e-15,8.545125349891650866e-16,4.202692758611160636e-15,6.866096623142990763e-16,1.450112129347567679e-15
2.014028056112224796e-01,1.840887816409497440e-15,9.469084603241532397e-15,1.111940095475407875e-15,4.877634232381030276e-15,7.958010329747014331e-16,1.607423744078013406e-15
2.074148296593185670e-01,2.368268454961061438e-15,1.108015060258975767e-14,1.427674042405742014e-15,5.631806280410290677e-15,9.156613619078038187e-16,1.773235852999651436e-15
2.134268537074148764e-01,2.998784294101205218e-15,1.287458891835907014e-14,1.804890329503798176e-15,6.459296542817464541e-15,1.045512914551480087e-15,1.945874022962128000e-15
2.194388777555109638e-01,3.736469914957454923e-15,1.485319842488284975e-14,2.245942396484962348e-15,7.358317892699685159e-15,1.184447661884251440e-15,2.124213028765434365e-15
2.254509018036072732e-01,4.581101199978832507e-15,1.701389762226256693e-14,2.751008273916720450e-15,8.325851529542348569e-15,1.331258550319491355e-15,2.307012165939096305e-15
2.314629258517033605e-01,5.533078376625693889e-15,1.934987339482470799e-14,3.320143936076559295e-15,9.356688280287025963e-15,1.484748658652994328e-15,2.492860045711710343e-15
2.374749498997996700e-01,6.597084027123538190e-15,2.184916181451210836e-14,3.955590600607381817e-15,1.044317027668729814e-14,1.643647717833996422e-15,2.680182555852740132e-15
2.434869739478957573e-01,7.760342354820802916e-15,2.449673393562835459e-14,4.649232278915247229e-15,1.157541207398982230e-14,1.805996457082043356e-15,2.867164159857651501e-15
2.494989979959920667e-01,9.009902487633356816e-15,2.726633298482543782e-14,5.392565027161894698e-15,1.273943535453800779e-14,1.969847394864987961e-15,3.051927892109262855e-15
2.555110220440881541e-01,1.033290832591239456e-14,3.013171988503584158e-14,6.176657182206241395e-15,1.392105987892622213e-14,2.133184161554842601e-15,3.232672022584404330e-15
2.615230460921842415e-01,1.171414635030706047e-14,3.306361254667897250e-14,6.990765268511162166e-15,1.510460160304770243e-14,2.293872623817585716e-15,3.407551936255515882e-15
2.675350701402805509e-01,1.313866460009968239e-14,3.603050186451356559e-14,7.823274691844145934e-15,1.627334676502864102e-14,2.449652547233016152e-15,3.574725996783177814e-15
2.735470941883766383e-01,1.458602711406652887e-14,3.900006435821264207e-14,8.659699178614474714e-15,1.741029213529713901e-14,2.598403820866905558e-15,3.732407052128615702e-15
2.795591182364729477e-01,1.603821403688439071e-14,4.193998531721456232e-14,9.486672276878490385e-15,1.849836530202015694e-14,2.738099400625612620e-15,3.879410822076878589e-15
2.855711422845690350e-01,1.748042197776689709e-14,4.482041175097745092e-14,1.029212377909975726e-14,1.952324494565859511e-14,2.866788656847864499e-15,4.014229071988439797e-15
2.915831663326653445e-01,1.889952443620185314e-14,4.761589116242623769e-14,1.106381707967489910e-14,2.047243079506757885e-14,2.982198046053340112e-15,4.135511401562479210e-15
2.975951903807614318e-01,2.028451652940154403e-14,5.030534914370198245e-14,1.179200461588145491e-14,2.133593405539050314e-14,3.083141175364007270e-15,4.242175790841073840e-15
3.036072144288577412e-01,2.163126198068777471e-14,5.287313936781900237e-14,1.247203761815396318e-14,2.210673418221978303e-14,3.168869597337116622e-15,4.333398032074490527e-15
3.096192384769538286e-01,2.294085787197093090e-14,5.530929759553891594e-14,1.310186305410708095e-14,2.278097658561906518e-14,3.238373897192098409e-15,4.408640851581265798e-15
3.156312625250501380e-01,2.421762212296197280e-14,5.760749700321699642e-14,1.368159116251033892e-14,2.335762769432883999e-14,3.291061715477228074e-15,4.468792063835041187e-15
3.216432865731462254e-01,2.546914387112077771e-14,5.977005229507282585e-14,1.421373392645481019e-14,2.383880531913679663e-14,3.326640066380639846e-15,4.512984953520848840e-15
3.276553106212425348e-01,2.670556926822970613e-14,6.180319748013996067e-14,1.470337366979025753e-14,2.422868163406704536e-14,3.345664784163143558e-15,4.541116269899730850e-15
3.336673346693386222e-01,2.793939622176297816e-14,6.371640785437010038e-14,1.515721769998347910e-14,2.453312246424022845e-14,3.348577353296648299e-15,4.556892062319747454e-15
3.396793587174349316e-01,2.918416439684909046e-14,6.552228678954821124e-14,1.558167693151096619e-14,2.475987297973800431e-14,3.335273793259385874e-15,4.557055857724881658e-15
3.456913827655310190e-01,3.045265790837573706e-14,6.723397815923997780e-14,1.598366736496827214e-14,2.491610432756989380e-14,3.306430122608543263e-15,4.540570661884764836e-15
3.517034068136273284e-01,3.175667914399304676e-14,6.886497142059583673e-14,1.636970796479730878e-14,2.500903470498488698e-14,3.262922303962050896e-15,4.509765690194308176e-15
3.577154308617234157e-01,3.310681287693881888e-14,7.043147356345358488e-14,1.674559108406736665e-14,2.504641966111467831e-14,3.206121007477521741e-15,4.465174676533502888e-15
3.637274549098197252e-01,3.451201249435043382e-14,7.194801847759355993e-14,1.711626924534589903e-14,2.503592766126576615e-14,3.137320313511689075e-15,4.408006707267951648e-15
